MORPHID	MORPHTYPE	FORM	WFID	SGID	SG_LABEL	STRATUM	DEPTH	WF_LABEL	PROVENANCE	ROOTLEMMAS
R145	ROOT_SG	bērn	WF86	SG104	bērn, bērņ		0	bērn, bērņ	SG_ROOT	L1814;L911;L1815;L1816;L1817;L1818;L1819;L1820;L1821;L1822;L1823;L1824;L1825;L1826;L1827;L1828;L1829;L1830;L1831;L1832;L1833;L1834;L1835;L1836;L1837;L1838;L1839;L1840;L1841;L1842;L1843;L1844;L1845;L1846;L1847;L1848;L1849;L1850;L1851;L1852;L1853;L1854;L1855;L1856;L1857;L1858;L1859;L1860;L1861;L1862;L1863;L1864;L1865;L1866;L1867;L1868;L1869;L1870;L1871;L1872;L1873;L1874;L1875;L1876;L1877;L1878;L1879;L1880;L1881;L1882;L1883;L1884
R146	ROOT_SG	bērņ	WF86	SG104	bērn, bērņ		0	bērn, bērņ	SG_ROOT	L1885
R147	ROOT_SG	bērn	WF87	SG105	bērn	BORROWED	0	bērn	SG_ROOT	L1886;L1887;L1888
R148	ROOT_SG	bē	WF88	SG106	bē		0	bē	SG_ROOT	L1889
R149	ROOT_SG	bē	WF89	SG107	bē		0	zero-element	SG_ROOT	L1890;L1891
R150	ROOT_SG	bēt	WF89	SG108	bēt	BORROWED	0	zero-element	SG_ROOT	L1892;L1893;L1894;L1895;L1896;L1897;L1898;L1899;L1900
R151	ROOT_SG	bēt	WF90	SG109	bēt, bet	BORROWED	0	bēt, bet	SG_ROOT	L1901
R152	ROOT_SG	bet	WF90	SG109	bēt, bet	BORROWED	0	bēt, bet	SG_ROOT	L1902
R153	ROOT_SG	bē	WF91	SG110	bē	BORROWED	0	bē	SG_ROOT	L1903;L1904;L1905;L1906
R154	ROOT_SG	bēb	WF92	SG111	bēb, beb, beib	BORROWED	0	bēb, beb, beib	SG_ROOT	L1907;L1908;L1909;L1910;L1911;L1914
R155	ROOT_SG	beb	WF92	SG111	bēb, beb, beib	BORROWED	0	bēb, beb, beib	SG_ROOT	L1912;L1913
R156	ROOT_SG	beib	WF92	SG111	bēb, beb, beib	BORROWED	0	bēb, beb, beib	SG_ROOT	L1915;L1916;L1917
R157	ROOT_SG	bēd	WF93	SG112	bēd		0	bēd	SG_ROOT	L1918;L1919;L1920;L1921;L1922;L1923;L1924;L1925;L1926;L1927;L1928;L1929;L1930;L1931;L1932;L1933;L1934;L1935;L1936;L1937;L1938;L1939;L1940;L1941;L1942;L1943;L1944;L1945
R158	ROOT_SG	bēg	WF94	SG113	bēg, bēdz		0	bēg, bēdz	SG_ROOT	L1946;L1947;L1948;L1949;L1950;L1951;L1952;L1953;L1954;L1955;L1956;L1957;L1958;L1959;L1960;L1961;L1962;L1963;L1964;L1965;L1966;L1967;L1968;L1972
R159	ROOT_SG	bēdz	WF94	SG113	bēg, bēdz		0	bēg, bēdz	SG_ROOT	L1969;L1970;L1971;L1973;L1974;L1975;L1976
R160	ROOT_SG	bēģel	WF95	SG114	bēģel	BORROWED	0	bēģel	SG_ROOT	L1977
R161	ROOT_SG	bēl	WF96	SG115	bēl	BORROWED	0	bēl	SG_ROOT	L1978
R162	ROOT_SG	bēliņģ	WF97	SG116	bēliņģ, bēniņ	BORROWED	0	bēliņģ, bēniņ	SG_ROOT	L1979
R163	ROOT_SG	bēniņ	WF97	SG116	bēliņģ, bēniņ	BORROWED	0	bēliņģ, bēniņ	SG_ROOT	L1980;L1981;L1982
R164	ROOT_SG	bēn	WF98	SG117	bēn		0	bēn	SG_ROOT	L1983
R165	ROOT_SG	bēnūz	WF99	SG118	bēnūz	BORROWED	0	bēnūz	SG_ROOT	L1984
R166	ROOT_SG	bēn	WF100	SG119	bēn	BORROWED	0	bēn	SG_ROOT	L1985
R167	ROOT_SG	bēr	WF101	SG120	bēr		0	bēr	SG_ROOT	L1986;L1987;L1988;L1989;L1990;L1991
R168	ROOT_SG	bēr	WF102	SG121	bēr, bir, bār, ber		0	bēr, bir, bār, ber	SG_ROOT	L2001;L2002;L2003;L2004;L2005;L2006;L2007;L2008;L2009;L2010;L2011;L2012;L2013;L2014;L2015;L2016;L2017;L2018;L2019;L2020;L2021;L2022
R169	ROOT_SG	bir	WF102	SG121	bēr, bir, bār, ber		0	bēr, bir, bār, ber	SG_ROOT	L2023;L2024;L2025;L2026;L2027;L2028;L2029;L2030;L2031;L2032;L2033;L2034;L2035;L2036;L2037;L2038;L2039;L2040;L2041;L2042;L2043;L2044;L2045;L2046;L2047;L2048;L2049;L2050
R170	ROOT_SG	bār	WF102	SG121	bēr, bir, bār, ber		0	bēr, bir, bār, ber	SG_ROOT	L1992;L1993;L1994;L1995;L1996;L1997;L1998;L1999;L2000
R171	ROOT_SG	ber	WF102	SG121	bēr, bir, bār, ber		0	bēr, bir, bār, ber	SG_ROOT	L2051;L2052
R172	ROOT_SG	bird	WF103	SG122	bird	BORROWED	0	bird	SG_ROOT	L2053
R173	ROOT_SG	bērk	WF104	SG123	bērk	BORROWED	0	bērk	SG_ROOT	L2054
R174	ROOT_SG	bērk	WF105	SG124	bērk, bark	BORROWED	0	bērk, bark	SG_ROOT	L2055;L2056
R175	ROOT_SG	bark	WF105	SG124	bērk, bark	BORROWED	0	bērk, bark	SG_ROOT	L2057
R176	ROOT_SG	bērl	WF106	SG125	bērl	BORROWED	0	bērl	SG_ROOT	L2058
R177	ROOT_SG	bēr	WF107	SG126	bēr	BORROWED	0	bēr	SG_ROOT	L2059;L2060;L2061
R178	ROOT_SG	bar	WF108	SG127	bar, bērtul, bārtul		0	bar, bērtul, bārtul	SG_ROOT	L2062;L2063;L2064;L2065;L2066
R179	ROOT_SG	bērtul	WF108	SG127	bar, bērtul, bārtul		0	bar, bērtul, bārtul	SG_ROOT	L2067;L2068
R180	ROOT_SG	bārtul	WF108	SG127	bar, bērtul, bārtul		0	bar, bērtul, bārtul	SG_ROOT	L2069;L2070
R181	ROOT_SG	bērz	WF109	SG128	bērz, birz		0	bērz, birz	SG_ROOT	L2071;L2072;L2073;L2074;L2075;L2076;L2077;L2078;L2079;L2080;L2081;L2082;L2083;L2084;L2085;L2086;L2087;L2088;L2089;L2090;L2091;L2092;L2093;L2094;L2095;L2096;L2097;L2098;L2099;L2100
R182	ROOT_SG	birz	WF109	SG128	bērz, birz		0	bērz, birz	SG_ROOT	L2101;L2102;L2103;L2104;L2105;L2106;L2107;L2108;L2109;L2110;L2111;L2112;L2113;L2114;L2115;L2116
R183	ROOT_SG	ber	WF110	SG129	ber, berz, birz		0	ber, berz, birz	SG_ROOT	L2117;L2118;L2119
R184	ROOT_SG	berz	WF110	SG129	ber, berz, birz		0	ber, berz, birz	SG_ROOT	L2120;L2121;L2122;L2123;L2124;L2125;L2126;L2127;L2128;L2129;L2130;L2131;L2132;L2133;L2134;L2135;L2136;L2137;L2138;L2139;L2140;L2141;L2142
R185	ROOT_SG	birz	WF110	SG129	ber, berz, birz		0	ber, berz, birz	SG_ROOT	L2143;L2144;L2145;L2146
R186	ROOT_SG	bēš	WF111	SG130	bēš	BORROWED	0	bēš	SG_ROOT	L2147;L2148;L2149
R187	ROOT_SG	bēthoven	WF112	SG131	bēthoven	BORROWED	0	bēthoven	SG_ROOT	L2150
R188	ROOT_SG	bār	WF113	SG132	bār	BORROWED	0	bār	SG_ROOT	L2151;L2152;L2153;L2154;L2155;L2156;L2157;L2158;L2159;L2160;L2161;L2162;L2163
R189	ROOT_SG	bār	WF114	SG133	bār	BORROWED	0	bār	SG_ROOT	L2164
R190	ROOT_SG	bār	WF115	SG134	bār		0	bār	SG_ROOT	L2165;L2166;L2167;L2168;L2169;L2170;L2171;L2172;L2173;L2174;L2175;L2176;L2177;L2178;L2179;L2180;L2181;L2182;L2183;L2184;L2185;L2186;L2187;L2188
R191	ROOT_SG	bār	WF116	SG135	bār	BORROWED	0	bār	SG_ROOT	L2189;L2190
R192	ROOT_SG	bārt	WF117	SG136	bārt		0	bārt	SG_ROOT	L2191;L2192;L2193;L2194
R193	ROOT_SG	beidz	WF118	SG137	beidz, beig		0	beidz, beig	SG_ROOT	L2223;L2224;L2225;L2226;L2227;L2228;L2229;L2230
R194	ROOT_SG	beig	WF118	SG137	beidz, beig		0	beidz, beig	SG_ROOT	L2195;L2196;L2197;L2198;L2199;L2200;L2201;L2202;L2203;L2204;L2205;L2206;L2207;L2208;L2209;L2210;L2211;L2212;L2213;L2214;L2215;L2216;L2217;L2218;L2219;L2220;L2221;L2222
R195	ROOT_SG	bez	WF119	SG138	bez		0	zero-element	SG_ROOT	L2231;L295;L2232;L2233;L2234;L2235;L2236;L2237;L2238;L2239;L552;L2240;L2241;L2242;L2243;L2244;L2245;L2246;L2247;L2248;L2249;L2250;L2251;L2252;L720;L2253;L2254;L2255;L2256;L2257;L2258;L1920;L1921;L1817;L1818;L1819;L2259;L2260;L2261;L2262;L2263;L2264;L2265;L2266;L2267;L2268;L2269;L2270;L2271;L2272;L2273;L2274;L2275;L2276;L2277;L2278;L2279;L2280;L2281;L2282;L2283;L2284;L2285;L2286;L2287;L2288;L2289;L2290;L2291;L2292;L2293;L2294;L2295;L2296;L2297;L2298;L2299;L2300;L2301;L2302;L2303;L2304;L2305;L2306;L2307;L2308;L2309;L2310;L2311;L2312;L2313;L2314;L2315;L2316;L2317;L2318;L2319;L2320;L2321;L2322;L2323;L2324;L2325;L2326;L2327;L2328;L2329;L2330;L2331;L2332;L2333;L2334;L2335;L2336;L2337;L2338;L2339;L2340;L2341;L2342;L2343;L2344;L2345;L2346;L2347;L2348;L2349;L2350;L2351;L2352;L2353;L2354;L2355;L2356;L2357;L2358;L2359;L2360;L2361;L2362;L2363;L2364;L2365;L2366;L2367;L2368;L2369;L2370;L2371;L2372;L2373;L2374;L2375;L2376;L2377;L2378;L2379;L2380;L2381;L2382;L2383;L2384;L2385;L2386;L2387;L2388;L2389;L2390;L2391;L2392;L2393;L2394;L2395;L2396;L2397;L2398;L2399;L2400;L2401;L2402;L2403;L2404;L2405;L2406;L2407;L2408;L2409;L2410;L2411;L2412;L2413;L2414;L2415;L2416;L2417;L2418;L2419;L2420;L2421;L2422;L2423;L2424;L2425;L2426;L2427;L2428;L2429;L2430;L2431;L2432;L2433;L2434;L2435;L2436;L2437;L2438;L2439;L2440;L2441;L2442;L2443;L2444;L2445;L2446;L2447;L2448;L2449;L2450;L2451;L2452;L2453;L2454;L2455;L2456;L2457;L2458;L2459;L2460;L2461;L2462;L2463;L2464;L2465;L2466;L2467;L2468;L2469;L2470;L2471;L2472;L2473;L2474;L2475;L2476;L2477;L2478;L2479;L2480;L2481;L2482;L2483;L2484;L2485;L2486;L2487;L2488;L2489;L2490;L2491;L2492;L2493;L2494;L2495;L2496;L2497;L2498;L2499;L2500;L2501;L2502;L2503;L2504;L2505;L2506;L2507;L2508;L2509;L2510;L2511;L2512;L2513;L2514;L2515;L2516;L2517;L2518;L2519;L2520;L2521;L2522;L2523;L2524;L2525;L2526;L2527;L2528;L2529;L2530;L2531;L2532;L2533;L2534;L2535;L2536;L2537;L2538;L2539;L2540;L2541;L2542;L2543
R196	ROOT_SG	bez	WF119	SG139	bez	BORROWED	0	zero-element	SG_ROOT	L2544
R197	ROOT_SG	biedr	WF120	SG140	biedr		0	biedr	SG_ROOT	L2545;L2546;L2547;L2548;L2549;L2550;L2551;L2552;L2553;L2554;L2555;L2556;L2557;L2558;L2559;L2560;L2561;L2562;L2563;L2564;L2565;L2566;L2567;L2568;L2569;L2570;L2571;L2572;L2573;L2574;L2575;L2576;L2577;L2578;L2579;L2580;L2581;L2582;L2583;L2584;L2585;L2586;L2587;L2588;L2589;L2590;L2591;L2592;L2593;L2594;L2595;L2596;L2597;L2598;L2599;L2600;L2601;L2602;L2603;L2604;L2605;L2606;L2607;L2608;L2609;L2610;L2611;L2612;L2613;L2614;L2615;L2616;L2617;L2618;L2619;L2620;L2621;L2622;L2623;L2624;L2625;L2626;L2627;L2628;L2629;L2630;L2631;L2632;L2633;L2634;L2635;L2636;L2637;L2638;L2639;L2640;L2641
R198	ROOT_SG	biez	WF121	SG141	biez, biež		0	biez, biež	SG_ROOT	L77;L1356;L1357;L1358;L2642;L2643;L2644;L2645;L2646;L2647;L2648;L2649;L2650;L2651;L2652;L2653;L2654;L2655;L2656;L2657;L2658;L2659;L2660;L2661;L2662;L2663;L2664;L2665;L2666;L2667;L2668;L2669;L2670;L2671;L2672;L2673;L2674;L2675;L2676;L2677;L2678;L2679
R199	ROOT_SG	biež	WF121	SG141	biez, biež		0	biez, biež	SG_ROOT	L2680;L2681;L2682;L2683;L2684;L2685
R200	ROOT_SG	bī	WF122	SG142	bī, bij, bai, bie		0	bī, bij, bai, bie	SG_ROOT	L2729;L2730;L2731;L2732;L2733;L2734;L2735;L2736;L2737;L2738;L2739;L2740;L2741;L2742;L2743;L2744;L2745;L2746;L2747
R201	ROOT_SG	bij	WF122	SG142	bī, bij, bai, bie		0	bī, bij, bai, bie	SG_ROOT	L2748;L2749;L2750;L2751;L2752;L2753;L2754;L2755;L2756;L2757;L2758;L2759;L2760;L2761;L2762
R202	ROOT_SG	bai	WF122	SG142	bī, bij, bai, bie		0	bī, bij, bai, bie	SG_ROOT	L2686;L2687;L2688;L2689;L2690;L2691;L2692;L2693;L2694;L2695;L2696;L2697;L2698;L2699;L2700;L2701;L2702;L2703;L2704;L2705;L2706;L2707;L2708;L2709;L2710;L2711;L2712;L2713;L2714;L2715;L2716;L2717;L2718;L2719;L2720;L2721;L2254;L2255;L2256;L2257;L2258;L1822;L2722;L2723;L2724
R203	ROOT_SG	bie	WF122	SG142	bī, bij, bai, bie		0	bī, bij, bai, bie	SG_ROOT	L2763;L2764;L2765;L2766;L2767;L2768;L2769;L2770;L2771;L2772;L2773
R204	ROOT_SG	bai	WF123	SG143	bai	BORROWED	0	bai	SG_ROOT	L2774
R205	ROOT_SG	bī	WF124	SG144	bī	BORROWED	0	bī	SG_ROOT	L2775
R206	ROOT_SG	bik	WF125	SG145	bik, bišk, bišķ, bišķiņ, biškiņ	BORROWED	0	bik, bišk, bišķ, bišķiņ, biškiņ	SG_ROOT	L2776;L2777
R207	ROOT_SG	bišk	WF125	SG145	bik, bišk, bišķ, bišķiņ, biškiņ	BORROWED	0	bik, bišk, bišķ, bišķiņ, biškiņ	SG_ROOT	L2779;L2780;L2781
R208	ROOT_SG	bišķ	WF125	SG145	bik, bišk, bišķ, bišķiņ, biškiņ	BORROWED	0	bik, bišk, bišķ, bišķiņ, biškiņ	SG_ROOT	L2782;L2784;L2785;L2786;L2787;L2788
R209	ROOT_SG	bišķiņ	WF125	SG145	bik, bišk, bišķ, bišķiņ, biškiņ	BORROWED	0	bik, bišk, bišķ, bišķiņ, biškiņ	SG_ROOT	L2783;L2789
R210	ROOT_SG	biškiņ	WF125	SG145	bik, bišk, bišķ, bišķiņ, biškiņ	BORROWED	0	bik, bišk, bišķ, bišķiņ, biškiņ	SG_ROOT	L2778
R211	ROOT_SG	biškek	WF126	SG146	biškek	BORROWED	0	biškek	SG_ROOT	L2790
R212	ROOT_SG	bik	WF127	SG147	bik	BORROWED	0	bik	SG_ROOT	L2791;L2792;L2793;L2794;L2795;L2796;L2797;L2798
R213	ROOT_SG	bikst	WF128	SG148	bikst		0	bikst	SG_ROOT	L2799;L2800
R214	ROOT_SG	bals	WF129	SG149	bals		0	zero-element	SG_ROOT	L2801;L459;L2802;L2803;L2804;L2805;L2806;L2807;L2808;L2809;L2810;L2811;L2812;L2813;L2814;L2815;L2816;L2817;L2818;L2819;L2820;L2821;L2822;L2823;L2824;L2825;L2826;L2827;L2828;L2829;L2830;L2831;L2832;L2833;L2834;L2835;L2836;L2837;L2838;L2839;L2840;L2841;L2842;L2843;L2844;L2845;L2846;L2847;L2848;L2849;L2850;L2851;L2852
R215	ROOT_SG	bils	WF129	SG150	bils, bil, bild		0	zero-element	SG_ROOT	L2903;L2904;L2905;L2906;L2907;L2908;L2909
R216	ROOT_SG	bil	WF129	SG150	bils, bil, bild		0	zero-element	SG_ROOT	L2891;L2892;L2893;L2894;L2895;L2896;L2897;L2898;L2899;L2900;L2901;L2902
R217	ROOT_SG	bild	WF129	SG150	bils, bil, bild		0	zero-element	SG_ROOT	L2853;L2854;L2855;L2856;L2857;L2858;L2859;L2860;L2861;L2862;L2863;L2864;L2865;L2866;L2867;L2868;L2869;L2870;L2871;L2872;L2873;L2241;L2242;L2243;L2244;L2874;L2875;L2876;L2877;L2878;L2879;L2880;L2881;L2882;L2883;L2884;L2885;L2886;L2887;L2888;L2889;L2890
R218	ROOT_SG	bild	WF130	SG151	bild	BORROWED	0	bild	SG_ROOT	L2910;L2911;L2912;L2913;L2914;L2915;L2916;L2917;L2918;L2919;L2920;L2921;L2922;L2923;L2924;L2925;L2926;L2927;L2928
R219	ROOT_SG	bīl	WF131	SG152	bīl, bil	BORROWED	0	bīl, bil	SG_ROOT	L2929;L2930;L2931
R220	ROOT_SG	bil	WF131	SG152	bīl, bil	BORROWED	0	bīl, bil	SG_ROOT	L2932;L2933;L2934;L2935;L2936;L2937
R221	ROOT_SG	bil	WF132	SG153	bil	BORROWED	0	bil	SG_ROOT	L2938
R222	ROOT_SG	bild	WF133	SG154	bild	BORROWED	0	bild	SG_ROOT	L2939;L2940;L2941;L2942
R223	ROOT_SG	blā	WF134	SG155	blā	BORROWED	0	blā	SG_ROOT	L2943
R224	ROOT_SG	bladāc	WF135	SG156	bladāc		0	bladāc	SG_ROOT	L2944
R225	ROOT_SG	blag	WF136	SG157	blag	BORROWED	0	blag	SG_ROOT	L2945;L2946;L2947
R226	ROOT_SG	blak	WF137	SG158	blak		0	blak	SG_ROOT	L2948;L2949;L2950;L2951;L2952;L2953;L2954;L2955;L2956;L2957;L2958;L2959;L2960;L2961;L2962;L2963;L2964;L2965;L2966;L2967;L2968;L2969;L2970;L2971;L2972;L2973;L2974;L2975;L2976;L2977;L2978;L2979;L2980;L2981;L2982;L2983;L2984;L2985;L2986;L2987;L2988;L2989;L2990;L2991;L2992;L2993;L2994;L2995;L2996;L2997;L2998;L2999;L3000;L3001;L3002;L3003;L3004;L3005;L3006;L3007;L3008
R227	ROOT_SG	blāķ	WF138	SG159	blāķ		0	blāķ	SG_ROOT	L3009;L3010;L3011;L3012;L3013
R228	ROOT_SG	blāks	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3014
R229	ROOT_SG	blākš	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3015;L3016;L3017
R230	ROOT_SG	blarkš	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3018;L3019
R231	ROOT_SG	blauks	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3021
R232	ROOT_SG	blaukš	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3022;L3023;L3026
R233	ROOT_SG	blaukt	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3024
R234	ROOT_SG	blaukts	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3025
R235	ROOT_SG	blankš	WF139	SG160	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš		0	blāks, blākš, blarkš, blauks, blaukš, blaukt, blaukts, blankš	SG_ROOT	L3020
R236	ROOT_SG	blam	WF140	SG161	blam	BORROWED	0	blam	SG_ROOT	L3027;L3028;L3029;L3030;L3031
R237	ROOT_SG	bland	WF141	SG162	bland		0	bland	SG_ROOT	L3032;L3033;L3034;L3035;L3036;L3037;L3038;L3039;L3040;L3041;L3042
R238	ROOT_SG	blank	WF142	SG163	blank, blanš, biank, bjank	BORROWED	0	blank, blanš, biank, bjank	SG_ROOT	L3043;L3044;L3049;L3050
R239	ROOT_SG	blanš	WF142	SG163	blank, blanš, biank, bjank	BORROWED	0	blank, blanš, biank, bjank	SG_ROOT	L3045;L3046;L3047;L3048
R240	ROOT_SG	biank	WF142	SG163	blank, blanš, biank, bjank	BORROWED	0	blank, blanš, biank, bjank	SG_ROOT	L3051
R241	ROOT_SG	bjank	WF142	SG163	blank, blanš, biank, bjank	BORROWED	0	blank, blanš, biank, bjank	SG_ROOT	L3052
R242	ROOT_SG	blank	WF143	SG164	blank	BORROWED	0	blank	SG_ROOT	L3053
R243	ROOT_SG	blast	WF144	SG165	blast	BORROWED	0	blast	SG_ROOT	L3054;L3055;L3056;L3057;L3058
R244	ROOT_SG	blašķ	WF145	SG166	blašķ	BORROWED	0	blašķ	SG_ROOT	L3059;L3060;L3061
R245	ROOT_SG	blat	WF146	SG167	blat	BORROWED	0	blat	SG_ROOT	L3062
R246	ROOT_SG	blau	WF147	SG168	blau	BORROWED	0	blau	SG_ROOT	L3063;L3064;L3065;L3066;L3067;L3068
R247	ROOT_SG	blaugzn	WF148	SG169	blaugzn		0	blaugzn	SG_ROOT	L3069;L3070;L3071
R248	ROOT_SG	blauzgov	WF149	SG170	blauzgov	BORROWED	0	blauzgov	SG_ROOT	L3072
R249	ROOT_SG	blaz	WF150	SG171	blaz	BORROWED	0	blaz	SG_ROOT	L3073;L3074
R250	ROOT_SG	blāv	WF151	SG172	blāv		0	blāv	SG_ROOT	L3075;L3076;L3077;L3078;L3079;L3080
R251	ROOT_SG	blāz	WF152	SG173	blāz		0	blāz	SG_ROOT	L3081;L3082;L3083;L3084;L3085;L3086;L3087;L3088;L3089;L3090;L3091;L3092;L3093;L3094
R252	ROOT_SG	bļau	WF153	SG174	bļau, bļāv		0	bļau, bļāv	SG_ROOT	L3095;L3096;L3097;L3098;L3099;L3100;L3101;L3102;L3103;L3104;L3105;L3106;L3107;L3108;L3109;L3110;L3111;L3112;L3113;L3114;L3115;L3116;L3117;L3118;L3119
R253	ROOT_SG	bļāv	WF153	SG174	bļau, bļāv		0	bļau, bļāv	SG_ROOT	L3120;L3121;L3122
R254	ROOT_SG	bruk	WF154	SG175	bruk, brūk, bruc, brūc, brauc, brauk		0	bruk, brūk, bruc, brūc, brauc, brauk	SG_ROOT	L3247;L3248;L3249;L3250;L3251;L3252;L3253;L3254;L3255;L3256;L3257;L3258;L3259;L3260;L3261;L3262;L3263;L3264;L3265;L3266
R255	ROOT_SG	brūk	WF154	SG175	bruk, brūk, bruc, brūc, brauc, brauk		0	bruk, brūk, bruc, brūc, brauc, brauk	SG_ROOT	L3277;L3278;L3279;L3280;L3281;L3282;L3283;L3284;L3285
R256	ROOT_SG	bruc	WF154	SG175	bruk, brūk, bruc, brūc, brauc, brauk		0	bruk, brūk, bruc, brūc, brauc, brauk	SG_ROOT	L3267;L3268;L3269;L3270;L3271;L3272;L3273;L3274;L3275;L1662;L3276
R257	ROOT_SG	brūc	WF154	SG175	bruk, brūk, bruc, brūc, brauc, brauk		0	bruk, brūk, bruc, brūc, brauc, brauk	SG_ROOT	L3286;L3287
R258	ROOT_SG	brauc	WF154	SG175	bruk, brūk, bruc, brūc, brauc, brauk		0	bruk, brūk, bruc, brūc, brauc, brauk	SG_ROOT	L3155;L3188;L3189;L3190;L3191;L3192;L1152;L3193;L2952;L3194;L3195;L3196;L3197;L3198;L3199;L3200;L3201;L3202;L3203;L3204;L3205;L3206;L3207;L3208;L3209;L3210;L3211;L3212;L3213;L3214;L3215;L3216;L3217;L3218;L3219;L3220;L3221;L3222;L3223;L3224;L3225;L3226;L3227;L3228;L3230;L3231;L3232;L3233;L3234;L3235;L3236;L3237;L3238;L3239;L3240;L3241;L3242;L3243;L3244;L3245;L3246
R259	ROOT_SG	brauk	WF154	SG175	bruk, brūk, bruc, brūc, brauc, brauk		0	bruk, brūk, bruc, brūc, brauc, brauk	SG_ROOT	L3123;L3124;L3125;L3126;L3127;L3128;L3129;L3130;L1153;L3131;L3132;L3133;L3134;L3135;L3136;L3137;L3138;L3139;L3140;L3141;L3142;L3143;L3144;L3145;L3146;L3147;L3148;L3149;L3150;L3151;L3152;L3153;L3154;L3156;L3157;L3158;L3159;L3160;L3161;L3162;L3163;L3164;L3165;L3166;L3167;L3168;L3169;L3170;L3171;L3172;L3173;L3174;L3175;L3176;L3177;L3178;L3179;L3180;L3181;L3182;L3183;L3184;L3185;L3186;L3187;L3229
R260	ROOT_SG	brukn	WF155	SG176	brukn		0	brukn	SG_ROOT	L3288
R261	ROOT_SG	bruk	WF156	SG177	bruk	BORROWED	0	bruk	SG_ROOT	L3289;L3290
R262	ROOT_SG	bruk	WF157	SG178	bruk	BORROWED	0	bruk	SG_ROOT	L3291
R263	ROOT_SG	brūk	WF158	SG179	brūk	BORROWED	0	brūk	SG_ROOT	L3292
R264	ROOT_SG	brūķ	WF159	SG180	brūķ	BORROWED	0	brūķ	SG_ROOT	L3293;L3294;L3295;L3296;L3297
R265	ROOT_SG	brīn	WF160	SG181	brīn		0	brīn	SG_ROOT	L3298;L3299;L3300;L3301;L3302;L3303;L3304;L3305;L3306;L3307;L3308;L3309;L3310;L3311;L3312;L3313;L3314;L3315;L3316;L1317;L33;L1848;L3317;L3318;L3319;L3320;L3321;L3322;L3323;L3324;L3325;L3326;L3327;L3328;L3329;L3330;L3331;L3332;L3333;L3334;L3335;L3336;L3337;L3338;L3339;L3340;L3341;L3342;L3343;L3344;L3345;L3346;L3347;L3348;L3349;L3350;L3351;L3352;L3353;L3354;L3355;L3356;L3357;L3358;L3359;L3360;L3361;L3362;L3363;L3364;L3365;L3366;L3367;L3368;L3369;L3370;L3371;L3372;L3373;L3374
R266	ROOT_SG	brīn	WF161	SG182	brīn	BORROWED	0	brīn	SG_ROOT	L3375
R267	ROOT_SG	brīv	WF162	SG183	brīv	BORROWED	0	brīv	SG_ROOT	L3376;L3377;L3378;L3379;L3380;L3381;L3382;L3383;L3384;L3385;L3386;L3387;L3388;L3389;L3390;L3391;L3392;L3393;L3394;L3395;L3396;L3397;L3398;L3399;L3400;L3401;L3402;L3403;L3404;L3405;L3406;L3407;L3408;L3409;L3410;L3411;L3412;L3413;L3414;L3415;L3416;L3417;L3418;L3419;L3420;L3421;L3422;L3423;L3424;L3425;L3426;L3427;L3428;L3429;L3430;L3431;L3432;L3433;L3434;L3435;L3436;L3437;L3438;L3439;L3440;L3441;L3442;L3443;L3444;L3445;L3446;L3447;L3448;L3449;L3450;L3451;L3452;L3453;L3454;L3455
R268	ROOT_SG	brīd	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3456;L3457;L3458;L3459;L3460;L3388;L3461;L3462;L3463;L3464;L3465;L3466;L3467;L3468;L3469;L3470;L3471;L3472;L3473;L3474;L3475;L3476;L3477;L3478;L3479;L3480;L3481;L3526;L3527
R269	ROOT_SG	brī	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3482;L3483;L3484
